Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback;Impacto_Financeiro_Total;Impacto_PEPR_Agricultura
4101408;Apucarana;PR;12200 - Enxurradas;2016-02-01;2016-01-02;2016-02-01;30;13413000.00;0.00
1300144;Apuí;AM;12100 - Inundacoes;2025-04-06;2025-03-07;2025-04-06;30;0.00;0.00
1300144;Apuí;AM;12100 - Inundacoes;2018-02-16;2018-01-17;2018-02-16;30;0.00;0.00
1300144;Apuí;AM;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-04-04;2025-03-05;2025-04-04;30;0.00;0.00
1300144;Apuí;AM;14110 - Estiagem;2016-08-25;2016-05-27;2016-08-25;90;0.00;0.00
1300144;Apuí;AM;14110 - Estiagem;2023-10-06;2023-07-08;2023-10-06;90;0.00;0.00
1300144;Apuí;AM;14110 - Estiagem;2023-10-15;2023-07-17;2023-10-15;90;0.00;0.00
2300903;Apuiarés;CE;14110 - Estiagem;2018-11-13;2018-08-15;2018-11-13;90;0.00;0.00
2300903;Apuiarés;CE;14110 - Estiagem;2018-09-14;2018-06-16;2018-09-14;90;0.00;0.00
2300903;Apuiarés;CE;14110 - Estiagem;2017-10-19;2017-07-21;2017-10-19;90;0.00;0.00
2300903;Apuiarés;CE;14120 - Seca;2017-04-10;2017-01-10;2017-04-10;90;0.00;0.00
2300903;Apuiarés;CE;14120 - Seca;2017-12-13;2017-09-14;2017-12-13;90;0.00;0.00
2300903;Apuiarés;CE;14120 - Seca;2016-10-06;2016-07-08;2016-10-06;90;0.00;0.00
2300903;Apuiarés;CE;14120 - Seca;2016-04-12;2016-01-13;2016-04-12;90;0.00;0.00
2800209;Aquidabã;SE;14110 - Estiagem;2018-11-28;2018-08-30;2018-11-28;90;0.00;0.00
2800209;Aquidabã;SE;14110 - Estiagem;2018-11-27;2018-08-29;2018-11-27;90;0.00;0.00
2800209;Aquidabã;SE;14120 - Seca;2017-01-18;2016-10-20;2017-01-18;90;0.00;0.00
5001102;Aquidauana;MS;12200 - Enxurradas;2018-01-09;2017-12-10;2018-01-09;30;90000.00;0.00
5001102;Aquidauana;MS;12300 - Alagamentos;2021-02-16;2021-01-17;2021-02-16;30;0.00;0.00
5001102;Aquidauana;MS;12300 - Alagamentos;2025-12-23;2025-11-23;2025-12-23;30;5985000.00;0.00
5001102;Aquidauana;MS;12300 - Alagamentos;2020-05-13;2020-04-13;2020-05-13;30;249000.00;0.00
5001102;Aquidauana;MS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-01-23;2019-12-24;2020-01-23;30;21000.00;0.00
5001102;Aquidauana;MS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-02-20;2021-01-21;2021-02-20;30;273000.00;0.00
5001102;Aquidauana;MS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-12-02;2017-11-02;2017-12-02;30;0.00;0.00
5001102;Aquidauana;MS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-09-08;2023-08-09;2023-09-08;30;20000.00;0.00
5001102;Aquidauana;MS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-02-20;2018-01-21;2018-02-20;30;10967024.08;0.00
5001102;Aquidauana;MS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-09-17;2018-08-18;2018-09-17;30;5000.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2023-08-19;2023-07-20;2023-08-19;30;12500.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2025-11-12;2025-10-13;2025-11-12;30;0.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2025-03-01;2025-01-30;2025-03-01;30;0.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2019-12-28;2019-11-28;2019-12-28;30;46000.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2021-10-16;2021-09-16;2021-10-16;30;1340000.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2023-11-09;2023-10-10;2023-11-09;30;450000.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2018-04-23;2018-03-24;2018-04-23;30;150000.00;0.00
5001102;Aquidauana;MS;13215 - Tempestade Local/Convectiva - Vendaval;2020-08-16;2020-07-17;2020-08-16;30;948000.00;0.00
5001102;Aquidauana;MS;13322 - Onda de Frio - Geadas;2021-07-08;2021-06-08;2021-07-08;30;118800.00;0.00
5001102;Aquidauana;MS;14110 - Estiagem;2020-10-13;2020-07-15;2020-10-13;90;0.00;0.00
5001102;Aquidauana;MS;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90;118800.00;0.00
5001102;Aquidauana;MS;14110 - Estiagem;2022-01-06;2021-10-08;2022-01-06;90;0.00;0.00
5001102;Aquidauana;MS;14120 - Seca;2020-10-22;2020-07-24;2020-10-22;90;0.00;0.00
5001102;Aquidauana;MS;14120 - Seca;2021-07-09;2021-04-10;2021-07-09;90;0.00;0.00
5001102;Aquidauana;MS;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2019-09-11;2019-08-12;2019-09-11;30;3845200.00;20000.00
5001102;Aquidauana;MS;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-14;2020-08-15;2020-09-14;30;0.00;0.00
5001102;Aquidauana;MS;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2025-10-08;2025-09-08;2025-10-08;30;0.00;0.00
5001102;Aquidauana;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-13;2023-10-14;2023-11-13;30;641841.25;0.00
5001102;Aquidauana;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2019-09-11;2019-08-12;2019-09-11;30;3845200.00;20000.00
5001102;Aquidauana;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-10-21;2025-09-21;2025-10-21;30;650000.00;200000.00
5001102;Aquidauana;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-07-22;2022-06-22;2022-07-22;30;121905.00;0.00
5001102;Aquidauana;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-07-08;2021-06-08;2021-07-08;30;118800.00;0.00
2301000;Aquiraz;CE;12300 - Alagamentos;2025-02-27;2025-01-28;2025-02-27;30;2143300.74;0.00
2301000;Aquiraz;CE;14120 - Seca;2016-12-26;2016-09-27;2016-12-26;90;14406480.00;753720.00
2301000;Aquiraz;CE;14120 - Seca;2017-12-21;2017-09-22;2017-12-21;90;5462894.62;0.00
2301000;Aquiraz;CE;14120 - Seca;2017-07-11;2017-04-12;2017-07-11;90;5462894.62;0.00
4201273;Arabutã;SC;12200 - Enxurradas;2022-04-06;2022-03-07;2022-04-06;30;0.00;0.00
4201273;Arabutã;SC;14110 - Estiagem;2021-05-24;2021-02-23;2021-05-24;90;0.00;0.00
4201273;Arabutã;SC;14110 - Estiagem;2022-01-24;2021-10-26;2022-01-24;90;0.00;0.00
4201273;Arabutã;SC;14110 - Estiagem;2023-03-01;2022-12-01;2023-03-01;90;0.00;0.00
4201273;Arabutã;SC;14110 - Estiagem;2020-11-12;2020-08-14;2020-11-12;90;0.00;0.00
4201273;Arabutã;SC;14110 - Estiagem;2020-03-30;2019-12-31;2020-03-30;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2021-12-29;2021-09-30;2021-12-29;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2018-04-11;2018-01-11;2018-04-11;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2017-04-12;2017-01-12;2017-04-12;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2016-10-11;2016-07-13;2016-10-11;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2016-05-12;2016-02-12;2016-05-12;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2016-05-13;2016-02-13;2016-05-13;90;0.00;0.00
2500809;Araçagi;PB;14110 - Estiagem;2017-10-06;2017-07-08;2017-10-06;90;0.00;0.00
3103207;Araçaí;MG;14120 - Seca;2019-05-28;2019-02-27;2019-05-28;90;0.00;0.00
2800308;Aracaju;SE;11321 - Deslizamentos;2019-05-14;2019-04-14;2019-05-14;30;24000.00;0.00
2800308;Aracaju;SE;12100 - Inundacoes;2020-05-28;2020-04-28;2020-05-28;30;0.00;0.00
2800308;Aracaju;SE;12100 - Inundacoes;2025-08-18;2025-07-19;2025-08-18;30;0.00;0.00
2800308;Aracaju;SE;12300 - Alagamentos;2017-03-29;2017-02-27;2017-03-29;30;0.00;0.00
2800308;Aracaju;SE;12300 - Alagamentos;2020-11-03;2020-10-04;2020-11-03;30;0.00;0.00
2800308;Aracaju;SE;12300 - Alagamentos;2022-07-19;2022-06-19;2022-07-19;30;0.00;0.00
2800308;Aracaju;SE;12300 - Alagamentos;2023-09-04;2023-08-05;2023-09-04;30;0.00;0.00
2800308;Aracaju;SE;12300 - Alagamentos;2021-02-04;2021-01-05;2021-02-04;30;7000.00;0.00
2800308;Aracaju;SE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-08-29;2023-07-30;2023-08-29;30;0.00;0.00
2800308;Aracaju;SE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-05;2017-05-06;2017-06-05;30;120000.00;0.00
2800308;Aracaju;SE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-01;2017-05-02;2017-06-01;30;120000.00;0.00
3502754;Araçariguama;SP;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-06-30;2020-05-31;2020-06-30;30;0.00;0.00
3502754;Araçariguama;SP;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-02-21;2020-01-22;2020-02-21;30;0.00;0.00
3502754;Araçariguama;SP;13215 - Tempestade Local/Convectiva - Vendaval;2023-11-24;2023-10-25;2023-11-24;30;0.00;0.00
2301109;Aracati;CE;14110 - Estiagem;2021-05-18;2021-02-17;2021-05-18;90;123600.00;0.00
2301109;Aracati;CE;14120 - Seca;2016-10-06;2016-07-08;2016-10-06;90;649048.00;0.00
2301109;Aracati;CE;14120 - Seca;2016-04-13;2016-01-14;2016-04-13;90;563460.22;0.00
2301109;Aracati;CE;14120 - Seca;2018-04-04;2018-01-04;2018-04-04;90;377962.00;0.00
2301109;Aracati;CE;14120 - Seca;2018-11-20;2018-08-22;2018-11-20;90;350000.00;0.00
2301109;Aracati;CE;14120 - Seca;2018-10-20;2018-07-22;2018-10-20;90;350000.00;0.00
2301109;Aracati;CE;14120 - Seca;2020-09-03;2020-06-05;2020-09-03;90;30900.00;0.00
2301109;Aracati;CE;14120 - Seca;2019-05-31;2019-03-02;2019-05-31;90;225000.00;0.00
2301109;Aracati;CE;14120 - Seca;2019-12-02;2019-09-03;2019-12-02;90;135000.00;0.00
2301109;Aracati;CE;14120 - Seca;2018-12-13;2018-09-14;2018-12-13;90;0.00;0.00
2301109;Aracati;CE;14120 - Seca;2017-10-02;2017-07-04;2017-10-02;90;342000.00;0.00
2301109;Aracati;CE;14120 - Seca;2017-04-06;2017-01-06;2017-04-06;90;648998.00;202100.00
2301109;Aracati;CE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-09-30;2025-08-31;2025-09-30;30;0.00;0.00
2902005;Aracatu;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-12;2021-12-13;2022-01-12;30;445288.22;0.00
2902005;Aracatu;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-27;2022-11-27;2022-12-27;30;1226161.05;100000.00
2902005;Aracatu;BA;14110 - Estiagem;2018-09-05;2018-06-07;2018-09-05;90;11456940.00;3472440.00
2902005;Aracatu;BA;14110 - Estiagem;2018-07-10;2018-04-11;2018-07-10;90;11456940.00;3472440.00
2902005;Aracatu;BA;14110 - Estiagem;2023-09-28;2023-06-30;2023-09-28;90;10201861.46;3526430.00
2902005;Aracatu;BA;14110 - Estiagem;2022-10-13;2022-07-15;2022-10-13;90;10307585.72;3526430.00
2902005;Aracatu;BA;14110 - Estiagem;2022-04-22;2022-01-22;2022-04-22;90;8845618.00;2723760.00
2902005;Aracatu;BA;14110 - Estiagem;2019-07-15;2019-04-16;2019-07-15;90;10250714.50;4423850.00
2902005;Aracatu;BA;14110 - Estiagem;2025-11-04;2025-08-06;2025-11-04;90;8164887.09;3118977.00
2902005;Aracatu;BA;14110 - Estiagem;2025-05-06;2025-02-05;2025-05-06;90;8001151.15;3118977.00
2902005;Aracatu;BA;14110 - Estiagem;2020-01-15;2019-10-17;2020-01-15;90;10116276.60;5495200.00
2902005;Aracatu;BA;14110 - Estiagem;2021-03-19;2020-12-19;2021-03-19;90;7074757.92;2684625.00
2902005;Aracatu;BA;14110 - Estiagem;2023-04-02;2023-01-02;2023-04-02;90;6959653.55;2890500.00
2902005;Aracatu;BA;14110 - Estiagem;2021-09-14;2021-06-16;2021-09-14;90;6932748.82;3020652.00
2902005;Aracatu;BA;14110 - Estiagem;2017-09-01;2017-06-03;2017-09-01;90;4500000.00;2000000.00
2902005;Aracatu;BA;14110 - Estiagem;2017-03-15;2016-12-15;2017-03-15;90;4500000.00;2000000.00
2902005;Aracatu;BA;14110 - Estiagem;2018-03-12;2017-12-12;2018-03-12;90;2900000.00;1450000.00
2902005;Aracatu;BA;14110 - Estiagem;2016-01-15;2015-10-17;2016-01-15;90;0.00;0.00
2902104;Araci;BA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-11-20;2025-10-21;2025-11-20;30;5511016.90;0.00
2902104;Araci;BA;14110 - Estiagem;2018-09-05;2018-06-07;2018-09-05;90;7800000.00;4300000.00
2902104;Araci;BA;14110 - Estiagem;2019-09-10;2019-06-12;2019-09-10;90;6300000.00;3300000.00
2902104;Araci;BA;14110 - Estiagem;2018-03-12;2017-12-12;2018-03-12;90;5800000.00;2900000.00
2902104;Araci;BA;14110 - Estiagem;2021-09-24;2021-06-26;2021-09-24;90;6175300.00;3000000.00
2902104;Araci;BA;14110 - Estiagem;2020-05-27;2020-02-27;2020-05-27;90;6049040.00;3000000.00
2902104;Araci;BA;14110 - Estiagem;2021-03-18;2020-12-18;2021-03-18;90;5924800.00;3000000.00
2902104;Araci;BA;14110 - Estiagem;2020-03-19;2019-12-20;2020-03-19;90;5800000.00;3000000.00
2902104;Araci;BA;14110 - Estiagem;2019-03-20;2018-12-20;2019-03-20;90;5400000.00;3200000.00
2902104;Araci;BA;14110 - Estiagem;2020-12-18;2020-09-19;2020-12-18;90;3559400.00;3000000.00
2902104;Araci;BA;14110 - Estiagem;2022-10-13;2022-07-15;2022-10-13;90;763500.00;0.00
2902104;Araci;BA;14110 - Estiagem;2016-05-05;2016-02-05;2016-05-05;90;68000.00;0.00
2902104;Araci;BA;14110 - Estiagem;2023-04-14;2023-01-14;2023-04-14;90;523800.00;0.00
2902104;Araci;BA;14110 - Estiagem;2022-04-09;2022-01-09;2022-04-09;90;281300.00;0.00
2902104;Araci;BA;14110 - Estiagem;2025-04-15;2025-01-15;2025-04-15;90;1301945.00;0.00
2902104;Araci;BA;14110 - Estiagem;2025-10-15;2025-07-17;2025-10-15;90;1230540.00;0.00
2902104;Araci;BA;14110 - Estiagem;2023-10-16;2023-07-18;2023-10-16;90;1084900.00;0.00
2902104;Araci;BA;14110 - Estiagem;2017-03-22;2016-12-22;2017-03-22;90;9949616.00;6500000.00
2902104;Araci;BA;14120 - Seca;2017-03-22;2016-12-22;2017-03-22;90;9949616.00;6500000.00
2902104;Araci;BA;14120 - Seca;2017-08-30;2017-06-01;2017-08-30;90;4500000.00;2000000.00
2902104;Araci;BA;14120 - Seca;2017-03-15;2016-12-15;2017-03-15;90;46961.60;0.00
3103306;Aracitaba;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-02-21;2020-01-22;2020-02-21;30;1258741.81;0.00
2301208;Aracoiaba;CE;12200 - Enxurradas;2023-06-15;2023-05-16;2023-06-15;30;2220000.00;700000.00
2301208;Aracoiaba;CE;14110 - Estiagem;2021-10-22;2021-07-24;2021-10-22;90;1352257.84;0.00
2301208;Aracoiaba;CE;14110 - Estiagem;2021-08-02;2021-05-04;2021-08-02;90;5024156.12;4000000.00
2301208;Aracoiaba;CE;14110 - Estiagem;2021-07-29;2021-04-30;2021-07-29;90;0.00;0.00
2301208;Aracoiaba;CE;14110 - Estiagem;2021-08-10;2021-05-12;2021-08-10;90;0.00;0.00
2301208;Aracoiaba;CE;14120 - Seca;2021-08-30;2021-06-01;2021-08-30;90;7812508.60;5000000.00
2301208;Aracoiaba;CE;14120 - Seca;2018-09-17;2018-06-19;2018-09-17;90;2345900.00;1800000.00
2301208;Aracoiaba;CE;14120 - Seca;2016-04-13;2016-01-14;2016-04-13;90;6236035.20;4000000.00
2301208;Aracoiaba;CE;14120 - Seca;2016-10-10;2016-07-12;2016-10-10;90;2236035.20;0.00
2301208;Aracoiaba;CE;14120 - Seca;2017-06-01;2017-03-03;2017-06-01;90;2090700.00;1719700.00
2301208;Aracoiaba;CE;14120 - Seca;2018-03-27;2017-12-27;2018-03-27;90;1871000.00;1500000.00
2301208;Aracoiaba;CE;14120 - Seca;2023-10-20;2023-07-22;2023-10-20;90;0.00;0.00
2601052;Araçoiaba;PE;12300 - Alagamentos;2022-05-29;2022-04-29;2022-05-29;30;0.00;0.00
2601052;Araçoiaba;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-06-08;2022-05-09;2022-06-08;30;0.00;0.00
2601052;Araçoiaba;PE;14110 - Estiagem;2025-01-14;2024-10-16;2025-01-14;90;0.00;0.00
3200607;Aracruz;ES;11321 - Deslizamentos;2017-12-04;2017-11-04;2017-12-04;30;500.00;0.00
3200607;Aracruz;ES;12100 - Inundacoes;2018-11-11;2018-10-12;2018-11-11;30;0.00;0.00
3200607;Aracruz;ES;12100 - Inundacoes;2020-01-05;2019-12-06;2020-01-05;30;0.00;0.00
3200607;Aracruz;ES;12100 - Inundacoes;2022-11-03;2022-10-04;2022-11-03;30;0.00;0.00
3200607;Aracruz;ES;12100 - Inundacoes;2022-02-18;2022-01-19;2022-02-18;30;0.00;0.00
3200607;Aracruz;ES;12100 - Inundacoes;2016-11-09;2016-10-10;2016-11-09;30;18000.00;0.00
3200607;Aracruz;ES;12200 - Enxurradas;2016-11-10;2016-10-11;2016-11-10;30;4500.00;0.00
3200607;Aracruz;ES;12200 - Enxurradas;2016-01-26;2015-12-27;2016-01-26;30;0.00;0.00
3200607;Aracruz;ES;12200 - Enxurradas;2022-10-06;2022-09-06;2022-10-06;30;0.00;0.00
3200607;Aracruz;ES;12300 - Alagamentos;2018-10-28;2018-09-28;2018-10-28;30;0.00;0.00
3200607;Aracruz;ES;12300 - Alagamentos;2018-02-01;2018-01-02;2018-02-01;30;0.00;0.00
3200607;Aracruz;ES;12300 - Alagamentos;2019-05-20;2019-04-20;2019-05-20;30;0.00;0.00
3200607;Aracruz;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-01-27;2019-12-28;2020-01-27;30;0.00;0.00
3200607;Aracruz;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-11-08;2021-10-09;2021-11-08;30;0.00;0.00
3200607;Aracruz;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2016-11-10;2016-10-11;2016-11-10;30;4500.00;0.00
3200607;Aracruz;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-02;2022-11-02;2022-12-02;30;59210155500.00;9000000.00
3200607;Aracruz;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2016-11-21;2016-10-22;2016-11-21;30;130500.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2016-06-02;2016-05-03;2016-06-02;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2016-01-14;2015-12-15;2016-01-14;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2017-10-23;2017-09-23;2017-10-23;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2018-10-30;2018-09-30;2018-10-30;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2019-04-04;2019-03-05;2019-04-04;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2020-10-12;2020-09-12;2020-10-12;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2020-01-05;2019-12-06;2020-01-05;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2021-11-29;2021-10-30;2021-11-29;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2021-04-05;2021-03-06;2021-04-05;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2022-01-31;2022-01-01;2022-01-31;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2023-11-24;2023-10-25;2023-11-24;30;0.00;0.00
3200607;Aracruz;ES;13215 - Tempestade Local/Convectiva - Vendaval;2017-08-22;2017-07-23;2017-08-22;30;300.00;0.00
3200607;Aracruz;ES;14110 - Estiagem;2016-06-20;2016-03-22;2016-06-20;90;6633573.37;0.00
3200607;Aracruz;ES;14110 - Estiagem;2016-05-09;2016-02-09;2016-05-09;90;5975000.00;0.00
3200607;Aracruz;ES;14110 - Estiagem;2022-10-04;2022-07-06;2022-10-04;90;51800000.00;28000000.00
3200607;Aracruz;ES;14110 - Estiagem;2022-10-19;2022-07-21;2022-10-19;90;51000000.00;28000000.00
3200607;Aracruz;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2016-04-26;2016-03-27;2016-04-26;30;0.00;0.00
3200607;Aracruz;ES;23110 - Incendios em plantas e distritos industriais, parques e depositos;2019-04-29;2019-03-30;2019-04-29;30;0.00;0.00
5201603;Araçu;GO;11420 - Erosao de Margem Fluvial;2021-04-13;2021-03-14;2021-04-13;30;0.00;0.00
5201603;Araçu;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30;0.00;0.00
5201603;Araçu;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30;0.00;0.00
5201603;Araçu;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30;0.00;0.00
3103405;Araçuaí;MG;11321 - Deslizamentos;2025-07-14;2025-06-14;2025-07-14;30;0.00;0.00
3103405;Araçuaí;MG;12300 - Alagamentos;2025-12-10;2025-11-10;2025-12-10;30;0.00;0.00
3103405;Araçuaí;MG;12300 - Alagamentos;2025-11-12;2025-10-13;2025-11-12;30;0.00;0.00
3103405;Araçuaí;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-31;2021-12-01;2021-12-31;30;0.00;0.00
3103405;Araçuaí;MG;14110 - Estiagem;2016-12-23;2016-09-24;2016-12-23;90;0.00;0.00
3103405;Araçuaí;MG;14110 - Estiagem;2018-05-04;2018-02-03;2018-05-04;90;0.00;0.00
3103405;Araçuaí;MG;14110 - Estiagem;2016-06-24;2016-03-26;2016-06-24;90;0.00;0.00
3103405;Araçuaí;MG;14110 - Estiagem;2016-05-18;2016-02-18;2016-05-18;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2021-10-15;2021-07-17;2021-10-15;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2022-04-19;2022-01-19;2022-04-19;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2023-04-20;2023-01-20;2023-04-20;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2021-05-13;2021-02-12;2021-05-13;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2023-12-22;2023-09-23;2023-12-22;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2023-12-07;2023-09-08;2023-12-07;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2020-05-20;2020-02-20;2020-05-20;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2025-11-19;2025-08-21;2025-11-19;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2025-07-21;2025-04-22;2025-07-21;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2019-05-15;2019-02-14;2019-05-15;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2019-05-28;2019-02-27;2019-05-28;90;0.00;0.00
3103405;Araçuaí;MG;14120 - Seca;2017-06-30;2017-04-01;2017-06-30;90;0.00;0.00
5201702;Aragarças;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30;0.00;0.00
5201702;Aragarças;GO;14110 - Estiagem;2025-09-19;2025-06-21;2025-09-19;90;0.00;0.00
5201702;Aragarças;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30;0.00;0.00
5201702;Aragarças;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30;0.00;0.00
5201801;Aragoiânia;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30;0.00;0.00
5201801;Aragoiânia;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30;0.00;0.00
5201801;Aragoiânia;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30;0.00;0.00
1701309;Aragominas;TO;12100 - Inundacoes;2022-01-12;2021-12-13;2022-01-12;30;0.00;0.00
1701309;Aragominas;TO;14110 - Estiagem;2024-01-10;2023-10-12;2024-01-10;90;0.00;0.00
1701309;Aragominas;TO;14110 - Estiagem;2024-01-11;2023-10-13;2024-01-11;90;0.00;0.00
1701903;Araguacema;TO;12100 - Inundacoes;2022-01-12;2021-12-13;2022-01-12;30;0.00;0.00
1701903;Araguacema;TO;14110 - Estiagem;2024-01-10;2023-10-12;2024-01-10;90;0.00;0.00
1701903;Araguacema;TO;14110 - Estiagem;2024-01-11;2023-10-13;2024-01-11;90;0.00;0.00
1702000;Araguaçu;TO;12100 - Inundacoes;2022-01-12;2021-12-13;2022-01-12;30;0.00;0.00
1702000;Araguaçu;TO;14110 - Estiagem;2025-12-03;2025-09-04;2025-12-03;90;0.00;0.00
1702000;Araguaçu;TO;14110 - Estiagem;2024-01-08;2023-10-10;2024-01-08;90;0.00;0.00
