Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback
5200050;Abadia de Goiás;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30
5200050;Abadia de Goiás;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5200050;Abadia de Goiás;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
3100104;Abadia dos Dourados;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-12-13;2017-11-13;2017-12-13;30
5200100;Abadiânia;GO;13213 - Tempestade Local/Convectiva - Granizo;2017-10-03;2017-09-03;2017-10-03;30
5200100;Abadiânia;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30
5200100;Abadiânia;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5200100;Abadiânia;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
3100203;Abaeté;MG;12100 - Inundacoes;2022-01-06;2021-12-07;2022-01-06;30
3100203;Abaeté;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-06;2021-12-07;2022-01-06;30
3100203;Abaeté;MG;13215 - Tempestade Local/Convectiva - Vendaval;2023-09-18;2023-08-19;2023-09-18;30
1500107;Abaetetuba;PA;11321 - Deslizamentos;2023-06-07;2023-05-08;2023-06-07;30
1500107;Abaetetuba;PA;11321 - Deslizamentos;2023-02-26;2023-01-27;2023-02-26;30
1500107;Abaetetuba;PA;11420 - Erosao de Margem Fluvial;2017-03-18;2017-02-16;2017-03-18;30
1500107;Abaetetuba;PA;11420 - Erosao de Margem Fluvial;2023-02-26;2023-01-27;2023-02-26;30
1500107;Abaetetuba;PA;13211 - Tempestade Local/Convectiva - Tornados;2022-09-08;2022-08-09;2022-09-08;30
1500107;Abaetetuba;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-09-13;2022-08-14;2022-09-13;30
1500107;Abaetetuba;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-07-18;2025-06-18;2025-07-18;30
2300101;Abaiara;CE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-03-18;2021-02-16;2021-03-18;30
2300101;Abaiara;CE;14110 - Estiagem;2016-05-25;2016-02-25;2016-05-25;90
2300101;Abaiara;CE;14110 - Estiagem;2016-04-07;2016-01-08;2016-04-07;90
2300101;Abaiara;CE;14120 - Seca;2016-12-27;2016-09-28;2016-12-27;90
2900108;Abaíra;BA;14110 - Estiagem;2016-05-31;2016-03-02;2016-05-31;90
2900108;Abaíra;BA;14110 - Estiagem;2017-09-01;2017-06-03;2017-09-01;90
2900108;Abaíra;BA;14110 - Estiagem;2017-03-15;2016-12-15;2017-03-15;90
2900108;Abaíra;BA;14110 - Estiagem;2025-04-16;2025-01-16;2025-04-16;90
2900108;Abaíra;BA;14110 - Estiagem;2018-03-12;2017-12-12;2018-03-12;90
2900108;Abaíra;BA;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-10-13;2020-09-13;2020-10-13;30
2900207;Abaré;BA;14110 - Estiagem;2022-04-04;2022-01-04;2022-04-04;90
2900207;Abaré;BA;14110 - Estiagem;2019-03-20;2018-12-20;2019-03-20;90
2900207;Abaré;BA;14110 - Estiagem;2018-09-05;2018-06-07;2018-09-05;90
2900207;Abaré;BA;14110 - Estiagem;2017-09-01;2017-06-03;2017-09-01;90
2900207;Abaré;BA;14110 - Estiagem;2016-09-23;2016-06-25;2016-09-23;90
2900207;Abaré;BA;14110 - Estiagem;2016-03-30;2015-12-31;2016-03-30;90
2900207;Abaré;BA;14110 - Estiagem;2018-03-12;2017-12-12;2018-03-12;90
2900207;Abaré;BA;14110 - Estiagem;2022-10-24;2022-07-26;2022-10-24;90
2900207;Abaré;BA;14110 - Estiagem;2025-04-28;2025-01-28;2025-04-28;90
2900207;Abaré;BA;14110 - Estiagem;2020-12-04;2020-09-05;2020-12-04;90
2900207;Abaré;BA;14110 - Estiagem;2021-06-30;2021-04-01;2021-06-30;90
2900207;Abaré;BA;14110 - Estiagem;2019-09-10;2019-06-12;2019-09-10;90
2900207;Abaré;BA;14110 - Estiagem;2020-05-27;2020-02-27;2020-05-27;90
2900207;Abaré;BA;14110 - Estiagem;2020-03-19;2019-12-20;2020-03-19;90
2900207;Abaré;BA;14110 - Estiagem;2023-12-13;2023-09-14;2023-12-13;90
2900207;Abaré;BA;14110 - Estiagem;2023-06-14;2023-03-16;2023-06-14;90
2900207;Abaré;BA;14110 - Estiagem;2016-01-15;2015-10-17;2016-01-15;90
2900207;Abaré;BA;14110 - Estiagem;2017-03-27;2016-12-27;2017-03-27;90
4200051;Abdon Batista;SC;12300 - Alagamentos;2023-11-17;2023-10-18;2023-11-17;30
4200051;Abdon Batista;SC;13120 - Frentes Frias/Zonas de Convergencia;2025-05-12;2025-04-12;2025-05-12;30
4200051;Abdon Batista;SC;13213 - Tempestade Local/Convectiva - Granizo;2022-03-02;2022-01-31;2022-03-02;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-05;2017-05-06;2017-06-05;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-21;2023-10-22;2023-11-21;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-09;2023-09-09;2023-10-09;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-17;2022-01-18;2022-02-17;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-04-01;2022-03-02;2022-04-01;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2024-01-19;2023-12-20;2024-01-19;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-09-22;2025-08-23;2025-09-22;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-30;2025-05-31;2025-06-30;30
4200051;Abdon Batista;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-06-23;2022-05-24;2022-06-23;30
4200051;Abdon Batista;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-02-13;2025-01-14;2025-02-13;30
4200051;Abdon Batista;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-02-27;2025-01-28;2025-02-27;30
4200051;Abdon Batista;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-08-04;2020-07-05;2020-08-04;30
4200051;Abdon Batista;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-06-23;2025-05-24;2025-06-23;30
4200051;Abdon Batista;SC;13215 - Tempestade Local/Convectiva - Vendaval;2019-11-07;2019-10-08;2019-11-07;30
4200051;Abdon Batista;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-07;2020-06-07;2020-07-07;30
4200051;Abdon Batista;SC;14110 - Estiagem;2020-01-13;2019-10-15;2020-01-13;90
4200051;Abdon Batista;SC;14110 - Estiagem;2021-06-02;2021-03-04;2021-06-02;90
4200051;Abdon Batista;SC;14110 - Estiagem;2025-02-11;2024-11-13;2025-02-11;90
4200051;Abdon Batista;SC;14110 - Estiagem;2020-11-27;2020-08-29;2020-11-27;90
4200051;Abdon Batista;SC;14110 - Estiagem;2021-12-28;2021-09-29;2021-12-28;90
1500131;Abel Figueiredo;PA;12100 - Inundacoes;2017-03-16;2017-02-14;2017-03-16;30
1500131;Abel Figueiredo;PA;12300 - Alagamentos;2017-03-09;2017-02-07;2017-03-09;30
1500131;Abel Figueiredo;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-04-27;2020-03-28;2020-04-27;30
1500131;Abel Figueiredo;PA;14110 - Estiagem;2025-10-14;2025-07-16;2025-10-14;90
4200101;Abelardo Luz;SC;13211 - Tempestade Local/Convectiva - Tornados;2025-06-26;2025-05-27;2025-06-26;30
4200101;Abelardo Luz;SC;13213 - Tempestade Local/Convectiva - Granizo;2025-10-13;2025-09-13;2025-10-13;30
4200101;Abelardo Luz;SC;13213 - Tempestade Local/Convectiva - Granizo;2022-08-09;2022-07-10;2022-08-09;30
4200101;Abelardo Luz;SC;13213 - Tempestade Local/Convectiva - Granizo;2017-02-20;2017-01-21;2017-02-20;30
4200101;Abelardo Luz;SC;13213 - Tempestade Local/Convectiva - Granizo;2021-09-30;2021-08-31;2021-09-30;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-19;2017-05-20;2017-06-19;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-05-31;2022-05-01;2022-05-31;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-05-12;2022-04-12;2022-05-12;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-11-05;2018-10-06;2018-11-05;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-04-18;2022-03-19;2022-04-18;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-20;2023-09-20;2023-10-20;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-10-23;2018-09-23;2018-10-23;30
4200101;Abelardo Luz;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-10-11;2022-09-11;2022-10-11;30
4200101;Abelardo Luz;SC;13215 - Tempestade Local/Convectiva - Vendaval;2016-10-20;2016-09-20;2016-10-20;30
4200101;Abelardo Luz;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-07;2020-06-07;2020-07-07;30
4200101;Abelardo Luz;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-06-24;2025-05-25;2025-06-24;30
4200101;Abelardo Luz;SC;14110 - Estiagem;2022-01-04;2021-10-06;2022-01-04;90
4200101;Abelardo Luz;SC;14110 - Estiagem;2020-11-07;2020-08-09;2020-11-07;90
3100302;Abre Campo;MG;12200 - Enxurradas;2018-03-05;2018-02-03;2018-03-05;30
3100302;Abre Campo;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-23;2022-01-24;2022-02-23;30
3100302;Abre Campo;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-12-07;2017-11-07;2017-12-07;30
3100302;Abre Campo;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-01-28;2019-12-29;2020-01-28;30
3100302;Abre Campo;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-14;2021-12-15;2022-01-14;30
3100302;Abre Campo;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-02-23;2021-01-24;2021-02-23;30
3100302;Abre Campo;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-31;2023-01-01;2023-01-31;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2021-06-07;2021-05-08;2021-06-07;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2026-01-29;2025-12-30;2026-01-29;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2026-01-28;2025-12-29;2026-01-28;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2026-01-27;2025-12-28;2026-01-27;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2025-12-04;2025-11-04;2025-12-04;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2025-11-25;2025-10-26;2025-11-25;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2025-11-18;2025-10-19;2025-11-18;30
2600054;Abreu e Lima;PE;11321 - Deslizamentos;2019-07-26;2019-06-26;2019-07-26;30
2600054;Abreu e Lima;PE;11340 - Subsidencias e colapsos;2026-01-29;2025-12-30;2026-01-29;30
2600054;Abreu e Lima;PE;11340 - Subsidencias e colapsos;2025-11-24;2025-10-25;2025-11-24;30
2600054;Abreu e Lima;PE;11340 - Subsidencias e colapsos;2025-11-14;2025-10-15;2025-11-14;30
2600054;Abreu e Lima;PE;12300 - Alagamentos;2026-01-29;2025-12-30;2026-01-29;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-11-06;2025-10-07;2025-11-06;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-09-03;2025-08-04;2025-09-03;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-07-25;2025-06-25;2025-07-25;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-07-22;2025-06-22;2025-07-22;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-07-21;2025-06-21;2025-07-21;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-09-04;2025-08-05;2025-09-04;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-05-19;2025-04-19;2025-05-19;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-10-30;2025-09-30;2025-10-30;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-10-22;2025-09-22;2025-10-22;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-12;2025-05-13;2025-06-12;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-09;2025-05-10;2025-06-09;30
2600054;Abreu e Lima;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-06-01;2022-05-02;2022-06-01;30
2600054;Abreu e Lima;PE;14110 - Estiagem;2021-03-24;2020-12-24;2021-03-24;90
1700251;Abreulândia;TO;12100 - Inundacoes;2022-01-12;2021-12-13;2022-01-12;30
1700251;Abreulândia;TO;14110 - Estiagem;2024-01-11;2023-10-13;2024-01-11;90
3100401;Acaiaca;MG;12200 - Enxurradas;2023-02-17;2023-01-18;2023-02-17;30
3100401;Acaiaca;MG;13213 - Tempestade Local/Convectiva - Granizo;2020-10-13;2020-09-13;2020-10-13;30
3100401;Acaiaca;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-07;2024-12-08;2025-01-07;30
3100401;Acaiaca;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-04-20;2023-03-21;2023-04-20;30
3100401;Acaiaca;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-02-14;2020-01-15;2020-02-14;30
3100401;Acaiaca;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-09;2021-12-10;2022-01-09;30
2100055;Açailândia;MA;12300 - Alagamentos;2020-03-18;2020-02-17;2020-03-18;30
2100055;Açailândia;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-28;2023-02-26;2023-03-28;30
2100055;Açailândia;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-29;2023-02-27;2023-03-29;30
2100055;Açailândia;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-03-18;2020-02-17;2020-03-18;30
2100055;Açailândia;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-03-25;2020-02-24;2020-03-25;30
2100055;Açailândia;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-04-08;2025-03-09;2025-04-08;30
1500206;Acará;PA;12200 - Enxurradas;2018-08-09;2018-07-10;2018-08-09;30
1500206;Acará;PA;13212 - Tempestade Local/Convectiva - Tempestade de Raios;2025-02-28;2025-01-29;2025-02-28;30
1500206;Acará;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-07;2023-01-08;2023-02-07;30
1500206;Acará;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-05-26;2020-04-26;2020-05-26;30
1500206;Acará;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-27;2019-02-25;2019-03-27;30
1500206;Acará;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-07-26;2025-06-26;2025-07-26;30
1500206;Acará;PA;14110 - Estiagem;2025-10-30;2025-08-01;2025-10-30;90
1500206;Acará;PA;14110 - Estiagem;2025-11-25;2025-08-27;2025-11-25;90
1500206;Acará;PA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-09-10;2025-08-11;2025-09-10;30
1500206;Acará;PA;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-09-08;2025-08-09;2025-09-08;30
2300150;Acarape;CE;14120 - Seca;2016-04-13;2016-01-14;2016-04-13;90
2300150;Acarape;CE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2026-01-20;2025-12-21;2026-01-20;30
2300150;Acarape;CE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-10-31;2025-10-01;2025-10-31;30
2300150;Acarape;CE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-08-07;2025-07-08;2025-08-07;30
2300150;Acarape;CE;23110 - Incendios em plantas e distritos industriais, parques e depositos;2025-10-08;2025-09-08;2025-10-08;30
2300200;Acaraú;CE;14120 - Seca;2016-05-23;2016-02-23;2016-05-23;90
2300200;Acaraú;CE;14120 - Seca;2016-05-24;2016-02-24;2016-05-24;90
2400109;Acari;RN;14110 - Estiagem;2021-12-03;2021-09-04;2021-12-03;90
2400109;Acari;RN;14110 - Estiagem;2022-07-18;2022-04-19;2022-07-18;90
2400109;Acari;RN;14110 - Estiagem;2023-09-06;2023-06-08;2023-09-06;90
2400109;Acari;RN;14110 - Estiagem;2023-01-19;2022-10-21;2023-01-19;90
2400109;Acari;RN;14110 - Estiagem;2021-05-25;2021-02-24;2021-05-25;90
2400109;Acari;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90
2400109;Acari;RN;14120 - Seca;2016-10-05;2016-07-07;2016-10-05;90
2400109;Acari;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90
2400109;Acari;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90
2400109;Acari;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2400109;Acari;RN;14120 - Seca;2018-03-19;2017-12-19;2018-03-19;90
2400109;Acari;RN;14120 - Seca;2018-03-14;2017-12-14;2018-03-14;90
2400109;Acari;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
2400109;Acari;RN;14120 - Seca;2017-03-06;2016-12-06;2017-03-06;90
2400109;Acari;RN;14120 - Seca;2020-03-20;2019-12-21;2020-03-20;90
2400109;Acari;RN;14120 - Seca;2017-03-30;2016-12-30;2017-03-30;90
2400109;Acari;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90
2400109;Acari;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90
2400109;Acari;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
2200053;Acauã;PI;14110 - Estiagem;2022-10-06;2022-07-08;2022-10-06;90
2200053;Acauã;PI;14110 - Estiagem;2023-06-30;2023-04-01;2023-06-30;90
2200053;Acauã;PI;14110 - Estiagem;2023-06-01;2023-03-03;2023-06-01;90
2200053;Acauã;PI;14110 - Estiagem;2023-03-31;2022-12-31;2023-03-31;90
2200053;Acauã;PI;14110 - Estiagem;2018-03-23;2017-12-23;2018-03-23;90
2200053;Acauã;PI;14110 - Estiagem;2017-08-09;2017-05-11;2017-08-09;90
2200053;Acauã;PI;14110 - Estiagem;2017-01-26;2016-10-28;2017-01-26;90
2200053;Acauã;PI;14110 - Estiagem;2023-08-14;2023-05-16;2023-08-14;90
2200053;Acauã;PI;14110 - Estiagem;2020-07-03;2020-04-04;2020-07-03;90
2200053;Acauã;PI;14110 - Estiagem;2021-06-04;2021-03-06;2021-06-04;90
2200053;Acauã;PI;14110 - Estiagem;2021-12-23;2021-09-24;2021-12-23;90
2200053;Acauã;PI;14110 - Estiagem;2018-11-22;2018-08-24;2018-11-22;90
2200053;Acauã;PI;14110 - Estiagem;2025-01-09;2024-10-11;2025-01-09;90
2200053;Acauã;PI;14110 - Estiagem;2024-01-30;2023-11-01;2024-01-30;90
2200053;Acauã;PI;14120 - Seca;2016-07-20;2016-04-21;2016-07-20;90
2200053;Acauã;PI;14120 - Seca;2018-11-16;2018-08-18;2018-11-16;90
2200053;Acauã;PI;14120 - Seca;2019-12-10;2019-09-11;2019-12-10;90
2200053;Acauã;PI;14120 - Seca;2019-05-24;2019-02-23;2019-05-24;90
2200053;Acauã;PI;14120 - Seca;2020-01-03;2019-10-05;2020-01-03;90
2200053;Acauã;PI;14120 - Seca;2022-09-13;2022-06-15;2022-09-13;90
2200053;Acauã;PI;14120 - Seca;2021-05-20;2021-02-19;2021-05-20;90
2200053;Acauã;PI;14120 - Seca;2019-05-15;2019-02-14;2019-05-15;90
2200053;Acauã;PI;14120 - Seca;2020-09-02;2020-06-04;2020-09-02;90
2200053;Acauã;PI;14120 - Seca;2018-05-22;2018-02-21;2018-05-22;90
2200053;Acauã;PI;14120 - Seca;2018-04-20;2018-01-20;2018-04-20;90
2200053;Acauã;PI;14120 - Seca;2025-09-26;2025-06-28;2025-09-26;90
2200053;Acauã;PI;14120 - Seca;2025-05-06;2025-02-05;2025-05-06;90
2200053;Acauã;PI;14120 - Seca;2025-01-06;2024-10-08;2025-01-06;90
2200053;Acauã;PI;14120 - Seca;2025-04-11;2025-01-11;2025-04-11;90
2200053;Acauã;PI;14120 - Seca;2025-07-22;2025-04-23;2025-07-22;90
4300034;Aceguá;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2016-04-26;2016-03-27;2016-04-26;30
4300034;Aceguá;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-11-07;2019-10-08;2019-11-07;30
4300034;Aceguá;RS;13215 - Tempestade Local/Convectiva - Vendaval;2016-09-13;2016-08-14;2016-09-13;30
4300034;Aceguá;RS;14110 - Estiagem;2025-05-21;2025-02-20;2025-05-21;90
4300034;Aceguá;RS;14110 - Estiagem;2020-03-20;2019-12-21;2020-03-20;90
4300034;Aceguá;RS;14110 - Estiagem;2023-01-31;2022-11-02;2023-01-31;90
4300034;Aceguá;RS;14110 - Estiagem;2018-02-21;2017-11-23;2018-02-21;90
2300309;Acopiara;CE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-03-21;2025-02-19;2025-03-21;30
2300309;Acopiara;CE;14110 - Estiagem;2021-11-24;2021-08-26;2021-11-24;90
2300309;Acopiara;CE;14110 - Estiagem;2023-06-26;2023-03-28;2023-06-26;90
2300309;Acopiara;CE;14110 - Estiagem;2021-05-14;2021-02-13;2021-05-14;90
2300309;Acopiara;CE;14110 - Estiagem;2021-02-03;2020-11-05;2021-02-03;90
2300309;Acopiara;CE;14110 - Estiagem;2022-12-22;2022-09-23;2022-12-22;90
2300309;Acopiara;CE;14110 - Estiagem;2022-11-16;2022-08-18;2022-11-16;90
2300309;Acopiara;CE;14110 - Estiagem;2022-06-13;2022-03-15;2022-06-13;90
2300309;Acopiara;CE;14110 - Estiagem;2025-07-21;2025-04-22;2025-07-21;90
2300309;Acopiara;CE;14110 - Estiagem;2025-01-20;2024-10-22;2025-01-20;90
2300309;Acopiara;CE;14120 - Seca;2018-05-28;2018-02-27;2018-05-28;90
2300309;Acopiara;CE;14120 - Seca;2016-04-14;2016-01-15;2016-04-14;90
2300309;Acopiara;CE;14120 - Seca;2019-05-20;2019-02-19;2019-05-20;90
2300309;Acopiara;CE;14120 - Seca;2018-11-08;2018-08-10;2018-11-08;90
2300309;Acopiara;CE;14120 - Seca;2018-12-17;2018-09-18;2018-12-17;90
2300309;Acopiara;CE;14120 - Seca;2020-01-09;2019-10-11;2020-01-09;90
2300309;Acopiara;CE;14120 - Seca;2016-10-05;2016-07-07;2016-10-05;90
2300309;Acopiara;CE;14120 - Seca;2024-01-18;2023-10-20;2024-01-18;90
2300309;Acopiara;CE;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2025-12-01;2025-11-01;2025-12-01;30
5100102;Acorizal;MT;13310 - Onda de Calor;2020-10-09;2020-07-11;2020-10-09;90
5100102;Acorizal;MT;14110 - Estiagem;2020-09-11;2020-06-13;2020-09-11;90
5100102;Acorizal;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5100102;Acorizal;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-17;2023-10-18;2023-11-17;30
5100102;Acorizal;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5100102;Acorizal;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-09-01;2020-08-02;2020-09-01;30
5100102;Acorizal;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-08-31;2021-08-01;2021-08-31;30
5100102;Acorizal;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-23;2023-10-24;2023-11-23;30
5100102;Acorizal;MT;14140 - Baixa Umidade do Ar;2020-07-29;2020-04-30;2020-07-29;90
1200013;Acrelândia;AC;14110 - Estiagem;2016-07-21;2016-04-22;2016-07-21;90
1200013;Acrelândia;AC;14110 - Estiagem;2023-10-06;2023-07-08;2023-10-06;90
1200013;Acrelândia;AC;14120 - Seca;2025-08-07;2025-05-09;2025-08-07;90
1200013;Acrelândia;AC;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2020-09-02;2020-08-03;2020-09-02;30
5200134;Acreúna;GO;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-03-13;2019-02-11;2019-03-13;30
5200134;Acreúna;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5200134;Acreúna;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
2400208;Açu;RN;12100 - Inundacoes;2019-04-17;2019-03-18;2019-04-17;30
2400208;Açu;RN;12200 - Enxurradas;2019-01-10;2018-12-11;2019-01-10;30
2400208;Açu;RN;14120 - Seca;2025-08-15;2025-05-17;2025-08-15;90
2400208;Açu;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90
2400208;Açu;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2400208;Açu;RN;14120 - Seca;2018-03-19;2017-12-19;2018-03-19;90
