Codigo_IBGE;Municipio;UF;COBRADE;Data_Ocorrencia;Inicio_Analise_Climatica;Fim_Analise_Climatica;Dias_Lookback
4323002;Viamão;RS;13213 - Tempestade Local/Convectiva - Granizo;2016-07-11;2016-06-11;2016-07-11;30
4323002;Viamão;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-12-07;2017-11-07;2017-12-07;30
4323002;Viamão;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-07-17;2020-06-17;2020-07-17;30
4323002;Viamão;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-01-12;2016-12-13;2017-01-12;30
4323002;Viamão;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-06-26;2023-05-27;2023-06-26;30
4323002;Viamão;RS;13215 - Tempestade Local/Convectiva - Vendaval;2018-09-25;2018-08-26;2018-09-25;30
4323002;Viamão;RS;13215 - Tempestade Local/Convectiva - Vendaval;2019-05-06;2019-04-06;2019-05-06;30
4323002;Viamão;RS;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-10;2020-06-10;2020-07-10;30
4323002;Viamão;RS;13215 - Tempestade Local/Convectiva - Vendaval;2020-12-14;2020-11-14;2020-12-14;30
4323002;Viamão;RS;14110 - Estiagem;2020-06-19;2020-03-21;2020-06-19;90
4323002;Viamão;RS;14110 - Estiagem;2023-01-25;2022-10-27;2023-01-25;90
4323002;Viamão;RS;14110 - Estiagem;2023-02-15;2022-11-17;2023-02-15;90
3205101;Viana;ES;11331 - Corridas de Massa - Solo/Lama;2018-02-20;2018-01-21;2018-02-20;30
3205101;Viana;ES;12100 - Inundacoes;2017-12-04;2017-11-04;2017-12-04;30
3205101;Viana;ES;12300 - Alagamentos;2018-03-19;2018-02-17;2018-03-19;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-11-23;2019-10-24;2019-11-23;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-04;2022-11-04;2022-12-04;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-10-13;2021-09-13;2021-10-13;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-06-03;2019-05-04;2019-06-03;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2018-11-20;2018-10-21;2018-11-20;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-03-13;2020-02-12;2020-03-13;30
3205101;Viana;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-13;2024-12-14;2025-01-13;30
3205101;Viana;ES;13215 - Tempestade Local/Convectiva - Vendaval;2021-04-08;2021-03-09;2021-04-08;30
2112803;Viana;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-07-04;2019-06-04;2019-07-04;30
2112803;Viana;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-03-28;2023-02-26;2023-03-28;30
2112803;Viana;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-02-27;2023-01-28;2023-02-27;30
5222005;Vianópolis;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5222005;Vianópolis;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
2616308;Vicência;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-07-26;2019-06-26;2019-07-26;30
2616308;Vicência;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-14;2024-12-15;2025-01-14;30
2616308;Vicência;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-05-30;2022-04-30;2022-05-30;30
2616308;Vicência;PE;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-01-28;2024-12-29;2025-01-28;30
4323101;Vicente Dutra;RS;13213 - Tempestade Local/Convectiva - Granizo;2023-11-23;2023-10-24;2023-11-23;30
4323101;Vicente Dutra;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-07-08;2025-06-08;2025-07-08;30
4323101;Vicente Dutra;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-25;2023-09-25;2023-10-25;30
4323101;Vicente Dutra;RS;13215 - Tempestade Local/Convectiva - Vendaval;2023-07-12;2023-06-12;2023-07-12;30
4323101;Vicente Dutra;RS;13215 - Tempestade Local/Convectiva - Vendaval;2017-06-09;2017-05-10;2017-06-09;30
4323101;Vicente Dutra;RS;14110 - Estiagem;2020-04-03;2020-01-04;2020-04-03;90
4323101;Vicente Dutra;RS;14110 - Estiagem;2020-11-12;2020-08-14;2020-11-12;90
4323101;Vicente Dutra;RS;14110 - Estiagem;2023-01-04;2022-10-06;2023-01-04;90
4323101;Vicente Dutra;RS;14110 - Estiagem;2021-12-28;2021-09-29;2021-12-28;90
4323101;Vicente Dutra;RS;14110 - Estiagem;2025-03-20;2024-12-20;2025-03-20;90
5008404;Vicentina;MS;13322 - Onda de Frio - Geadas;2021-07-08;2021-06-08;2021-07-08;30
5008404;Vicentina;MS;14110 - Estiagem;2020-10-13;2020-07-15;2020-10-13;90
5008404;Vicentina;MS;14110 - Estiagem;2021-07-08;2021-04-09;2021-07-08;90
5008404;Vicentina;MS;14110 - Estiagem;2022-01-06;2021-10-08;2022-01-06;90
5008404;Vicentina;MS;14120 - Seca;2020-10-22;2020-07-24;2020-10-22;90
5008404;Vicentina;MS;14120 - Seca;2021-07-09;2021-04-10;2021-07-09;90
5008404;Vicentina;MS;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-14;2020-08-15;2020-09-14;30
5008404;Vicentina;MS;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-07-08;2021-06-08;2021-07-08;30
5222054;Vicentinópolis;GO;14110 - Estiagem;2017-09-27;2017-06-29;2017-09-27;90
5222054;Vicentinópolis;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5222054;Vicentinópolis;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
2709400;Viçosa;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-05-30;2017-04-30;2017-05-30;30
2709400;Viçosa;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-07-09;2023-06-09;2023-07-09;30
2709400;Viçosa;AL;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-07-04;2022-06-04;2022-07-04;30
2709400;Viçosa;AL;14120 - Seca;2017-01-25;2016-10-27;2017-01-25;90
3171303;Viçosa;MG;13213 - Tempestade Local/Convectiva - Granizo;2019-10-30;2019-09-30;2019-10-30;30
3171303;Viçosa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-12-22;2021-11-22;2021-12-22;30
3171303;Viçosa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2021-03-31;2021-03-01;2021-03-31;30
3171303;Viçosa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-12-19;2025-11-19;2025-12-19;30
3171303;Viçosa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-01-30;2022-12-31;2023-01-30;30
3171303;Viçosa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-17;2021-12-18;2022-01-17;30
3171303;Viçosa;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-02-03;2020-01-04;2020-02-03;30
2414902;Viçosa;RN;14120 - Seca;2018-03-26;2017-12-26;2018-03-26;90
2414902;Viçosa;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2414902;Viçosa;RN;14120 - Seca;2016-03-29;2015-12-30;2016-03-29;90
2414902;Viçosa;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
2414902;Viçosa;RN;14120 - Seca;2019-03-11;2018-12-11;2019-03-11;90
2414902;Viçosa;RN;14120 - Seca;2019-09-10;2019-06-12;2019-09-10;90
2414902;Viçosa;RN;14120 - Seca;2017-03-21;2016-12-21;2017-03-21;90
2414902;Viçosa;RN;14120 - Seca;2016-10-10;2016-07-12;2016-10-10;90
2414902;Viçosa;RN;14120 - Seca;2020-03-17;2019-12-18;2020-03-17;90
2414902;Viçosa;RN;14120 - Seca;2020-03-11;2019-12-12;2020-03-11;90
2414902;Viçosa;RN;14120 - Seca;2020-03-09;2019-12-10;2020-03-09;90
2414902;Viçosa;RN;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
2414902;Viçosa;RN;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2019-10-09;2019-09-09;2019-10-09;30
2314102;Viçosa do Ceará;CE;14110 - Estiagem;2018-03-29;2017-12-29;2018-03-29;90
2314102;Viçosa do Ceará;CE;14120 - Seca;2016-10-06;2016-07-08;2016-10-06;90
2314102;Viçosa do Ceará;CE;14120 - Seca;2016-04-13;2016-01-14;2016-04-13;90
2314102;Viçosa do Ceará;CE;14120 - Seca;2018-09-24;2018-06-26;2018-09-24;90
2314102;Viçosa do Ceará;CE;14120 - Seca;2018-10-11;2018-07-13;2018-10-11;90
4323200;Victor Graeff;RS;13213 - Tempestade Local/Convectiva - Granizo;2016-07-18;2016-06-18;2016-07-18;30
4323200;Victor Graeff;RS;14110 - Estiagem;2023-01-23;2022-10-25;2023-01-23;90
4323200;Victor Graeff;RS;14110 - Estiagem;2020-03-02;2019-12-03;2020-03-02;90
4323200;Victor Graeff;RS;14110 - Estiagem;2021-12-30;2021-10-01;2021-12-30;90
4323200;Victor Graeff;RS;14110 - Estiagem;2025-03-31;2024-12-31;2025-03-31;90
4323200;Victor Graeff;RS;14110 - Estiagem;2025-02-21;2024-11-23;2025-02-21;90
4219200;Vidal Ramos;SC;13213 - Tempestade Local/Convectiva - Granizo;2021-12-27;2021-11-27;2021-12-27;30
4219200;Vidal Ramos;SC;13213 - Tempestade Local/Convectiva - Granizo;2025-12-09;2025-11-09;2025-12-09;30
4219200;Vidal Ramos;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-10-09;2023-09-09;2023-10-09;30
4219200;Vidal Ramos;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-21;2023-10-22;2023-11-21;30
4219200;Vidal Ramos;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-06;2017-05-07;2017-06-06;30
4219200;Vidal Ramos;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2020-12-19;2020-11-19;2020-12-19;30
4219200;Vidal Ramos;SC;13215 - Tempestade Local/Convectiva - Vendaval;2022-01-07;2021-12-08;2022-01-07;30
4219200;Vidal Ramos;SC;13215 - Tempestade Local/Convectiva - Vendaval;2020-07-09;2020-06-09;2020-07-09;30
4219200;Vidal Ramos;SC;14110 - Estiagem;2020-01-21;2019-10-23;2020-01-21;90
4219309;Videira;SC;12100 - Inundacoes;2023-11-06;2023-10-07;2023-11-06;30
4219309;Videira;SC;12100 - Inundacoes;2022-05-10;2022-04-10;2022-05-10;30
4219309;Videira;SC;12100 - Inundacoes;2022-10-17;2022-09-17;2022-10-17;30
4219309;Videira;SC;13213 - Tempestade Local/Convectiva - Granizo;2025-06-05;2025-05-06;2025-06-05;30
4219309;Videira;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-27;2023-10-28;2023-11-27;30
4219309;Videira;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-24;2023-10-25;2023-11-24;30
4219309;Videira;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-09-22;2025-08-23;2025-09-22;30
4219309;Videira;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-08-25;2025-07-26;2025-08-25;30
4219309;Videira;SC;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-18;2025-05-19;2025-06-18;30
4219309;Videira;SC;13215 - Tempestade Local/Convectiva - Vendaval;2021-06-07;2021-05-08;2021-06-07;30
4219309;Videira;SC;13215 - Tempestade Local/Convectiva - Vendaval;2025-12-02;2025-11-02;2025-12-02;30
4219309;Videira;SC;13321 - Onda de Frio - Friagem;2025-05-30;2025-04-30;2025-05-30;30
4219309;Videira;SC;13322 - Onda de Frio - Geadas;2025-06-25;2025-05-26;2025-06-25;30
3171402;Vieiras;MG;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-13;2021-12-14;2022-01-13;30
2517209;Vieirópolis;PB;14110 - Estiagem;2025-02-27;2024-11-29;2025-02-27;90
2517209;Vieirópolis;PB;14110 - Estiagem;2018-04-13;2018-01-13;2018-04-13;90
2517209;Vieirópolis;PB;14110 - Estiagem;2023-05-27;2023-02-26;2023-05-27;90
2517209;Vieirópolis;PB;14110 - Estiagem;2022-11-30;2022-09-01;2022-11-30;90
2517209;Vieirópolis;PB;14110 - Estiagem;2023-11-20;2023-08-22;2023-11-20;90
2517209;Vieirópolis;PB;14110 - Estiagem;2023-05-24;2023-02-23;2023-05-24;90
2517209;Vieirópolis;PB;14110 - Estiagem;2021-04-05;2021-01-05;2021-04-05;90
2517209;Vieirópolis;PB;14110 - Estiagem;2025-08-26;2025-05-28;2025-08-26;90
2517209;Vieirópolis;PB;14110 - Estiagem;2022-06-14;2022-03-16;2022-06-14;90
2517209;Vieirópolis;PB;14110 - Estiagem;2022-05-06;2022-02-05;2022-05-06;90
2517209;Vieirópolis;PB;14110 - Estiagem;2018-10-06;2018-07-08;2018-10-06;90
2517209;Vieirópolis;PB;14110 - Estiagem;2022-04-13;2022-01-13;2022-04-13;90
2517209;Vieirópolis;PB;14110 - Estiagem;2020-10-26;2020-07-28;2020-10-26;90
2517209;Vieirópolis;PB;14110 - Estiagem;2021-11-02;2021-08-04;2021-11-02;90
2517209;Vieirópolis;PB;14110 - Estiagem;2021-11-13;2021-08-15;2021-11-13;90
2517209;Vieirópolis;PB;14110 - Estiagem;2021-05-04;2021-02-03;2021-05-04;90
2517209;Vieirópolis;PB;14110 - Estiagem;2019-04-11;2019-01-11;2019-04-11;90
2517209;Vieirópolis;PB;14110 - Estiagem;2019-10-06;2019-07-08;2019-10-06;90
2517209;Vieirópolis;PB;14110 - Estiagem;2016-10-13;2016-07-15;2016-10-13;90
2517209;Vieirópolis;PB;14110 - Estiagem;2017-04-18;2017-01-18;2017-04-18;90
2517209;Vieirópolis;PB;14110 - Estiagem;2017-10-09;2017-07-11;2017-10-09;90
2517209;Vieirópolis;PB;14110 - Estiagem;2016-04-20;2016-01-21;2016-04-20;90
1508209;Vigia;PA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-08-14;2025-07-15;2025-08-14;30
5105507;Vila Bela da Santíssima Trindade;MT;12200 - Enxurradas;2026-04-08;2026-03-09;2026-04-08;30
5105507;Vila Bela da Santíssima Trindade;MT;12200 - Enxurradas;2016-01-25;2015-12-26;2016-01-25;30
5105507;Vila Bela da Santíssima Trindade;MT;12300 - Alagamentos;2018-06-13;2018-05-14;2018-06-13;30
5105507;Vila Bela da Santíssima Trindade;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-02-02;2022-01-03;2022-02-02;30
5105507;Vila Bela da Santíssima Trindade;MT;13310 - Onda de Calor;2020-10-09;2020-07-11;2020-10-09;90
5105507;Vila Bela da Santíssima Trindade;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5105507;Vila Bela da Santíssima Trindade;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5105507;Vila Bela da Santíssima Trindade;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-23;2023-10-24;2023-11-23;30
5222203;Vila Boa;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5222203;Vila Boa;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
2415008;Vila Flor;RN;14110 - Estiagem;2021-07-09;2021-04-10;2021-07-09;90
2415008;Vila Flor;RN;14120 - Seca;2018-09-13;2018-06-15;2018-09-13;90
2415008;Vila Flor;RN;14120 - Seca;2016-10-10;2016-07-12;2016-10-10;90
2415008;Vila Flor;RN;14120 - Seca;2017-03-21;2016-12-21;2017-03-21;90
2415008;Vila Flor;RN;14120 - Seca;2017-09-11;2017-06-13;2017-09-11;90
4323309;Vila Flores;RS;14110 - Estiagem;2022-01-31;2021-11-02;2022-01-31;90
4323358;Vila Lângaro;RS;12200 - Enxurradas;2017-05-30;2017-04-30;2017-05-30;30
4323358;Vila Lângaro;RS;13211 - Tempestade Local/Convectiva - Tornados;2018-06-14;2018-05-15;2018-06-14;30
4323358;Vila Lângaro;RS;13213 - Tempestade Local/Convectiva - Granizo;2016-07-13;2016-06-13;2016-07-13;30
4323358;Vila Lângaro;RS;13215 - Tempestade Local/Convectiva - Vendaval;2018-09-05;2018-08-06;2018-09-05;30
4323358;Vila Lângaro;RS;14110 - Estiagem;2023-02-02;2022-11-04;2023-02-02;90
4323358;Vila Lângaro;RS;14110 - Estiagem;2022-01-05;2021-10-07;2022-01-05;90
4323358;Vila Lângaro;RS;14110 - Estiagem;2020-03-13;2019-12-14;2020-03-13;90
4323358;Vila Lângaro;RS;14110 - Estiagem;2025-04-01;2025-01-01;2025-04-01;90
4323408;Vila Maria;RS;12200 - Enxurradas;2017-06-10;2017-05-11;2017-06-10;30
4323408;Vila Maria;RS;12200 - Enxurradas;2016-10-24;2016-09-24;2016-10-24;30
4323408;Vila Maria;RS;13213 - Tempestade Local/Convectiva - Granizo;2016-10-26;2016-09-26;2016-10-26;30
4323408;Vila Maria;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-11-27;2023-10-28;2023-11-27;30
4323408;Vila Maria;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2023-09-08;2023-08-09;2023-09-08;30
4323408;Vila Maria;RS;13215 - Tempestade Local/Convectiva - Vendaval;2018-10-05;2018-09-05;2018-10-05;30
4323408;Vila Maria;RS;13215 - Tempestade Local/Convectiva - Vendaval;2017-05-29;2017-04-29;2017-05-29;30
4323408;Vila Maria;RS;13215 - Tempestade Local/Convectiva - Vendaval;2020-12-07;2020-11-07;2020-12-07;30
4323408;Vila Maria;RS;13215 - Tempestade Local/Convectiva - Vendaval;2020-12-01;2020-11-01;2020-12-01;30
4323408;Vila Maria;RS;14110 - Estiagem;2020-01-20;2019-10-22;2020-01-20;90
4323408;Vila Maria;RS;14110 - Estiagem;2023-03-21;2022-12-21;2023-03-21;90
4323408;Vila Maria;RS;14110 - Estiagem;2025-02-14;2024-11-16;2025-02-14;90
4323408;Vila Maria;RS;14110 - Estiagem;2022-01-13;2021-10-15;2022-01-13;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2017-01-17;2016-10-19;2017-01-17;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2018-02-12;2017-11-14;2018-02-12;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2017-01-26;2016-10-28;2017-01-26;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2021-11-08;2021-08-10;2021-11-08;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2023-08-14;2023-05-16;2023-08-14;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2023-08-22;2023-05-24;2023-08-22;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2023-05-23;2023-02-22;2023-05-23;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2020-04-30;2020-01-31;2020-04-30;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2021-04-26;2021-01-26;2021-04-26;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2020-10-27;2020-07-29;2020-10-27;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2022-11-09;2022-08-11;2022-11-09;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2022-05-11;2022-02-10;2022-05-11;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2018-09-17;2018-06-19;2018-09-17;90
2211605;Vila Nova do Piauí;PI;14110 - Estiagem;2016-05-12;2016-02-12;2016-05-12;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2016-07-20;2016-04-21;2016-07-20;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2019-03-27;2018-12-27;2019-03-27;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2019-03-18;2018-12-18;2019-03-18;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2019-09-23;2019-06-25;2019-09-23;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2025-05-06;2025-02-05;2025-05-06;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2025-10-02;2025-07-04;2025-10-02;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2025-01-06;2024-10-08;2025-01-06;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2025-04-11;2025-01-11;2025-04-11;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2018-11-16;2018-08-18;2018-11-16;90
2211605;Vila Nova do Piauí;PI;14120 - Seca;2017-08-07;2017-05-09;2017-08-07;90
4323457;Vila Nova do Sul;RS;12200 - Enxurradas;2022-07-22;2022-06-22;2022-07-22;30
4323457;Vila Nova do Sul;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-06-22;2017-05-23;2017-06-22;30
4323457;Vila Nova do Sul;RS;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-06-25;2025-05-26;2025-06-25;30
4323457;Vila Nova do Sul;RS;14110 - Estiagem;2022-01-11;2021-10-13;2022-01-11;90
4323457;Vila Nova do Sul;RS;14110 - Estiagem;2025-01-23;2024-10-25;2025-01-23;90
4323457;Vila Nova do Sul;RS;14110 - Estiagem;2023-01-17;2022-10-19;2023-01-17;90
4323457;Vila Nova do Sul;RS;14110 - Estiagem;2020-03-09;2019-12-10;2020-03-09;90
2112852;Vila Nova dos Martírios;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-26;2021-12-27;2022-01-26;30
2112852;Vila Nova dos Martírios;MA;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-01-27;2021-12-28;2022-01-27;30
3205150;Vila Pavão;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-11-30;2022-10-31;2022-11-30;30
3205150;Vila Pavão;ES;14110 - Estiagem;2016-05-09;2016-02-09;2016-05-09;90
3205150;Vila Pavão;ES;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-10-04;2021-09-04;2021-10-04;30
3205150;Vila Pavão;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-11-10;2021-10-11;2021-11-10;30
3205150;Vila Pavão;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2021-10-19;2021-09-19;2021-10-19;30
3205150;Vila Pavão;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-07-05;2022-06-05;2022-07-05;30
3205150;Vila Pavão;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-06-23;2022-05-24;2022-06-23;30
3205150;Vila Pavão;ES;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2022-07-07;2022-06-07;2022-07-07;30
5222302;Vila Propício;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-16;2020-08-17;2020-09-16;30
5222302;Vila Propício;GO;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2021-09-09;2021-08-10;2021-09-09;30
5108600;Vila Rica;MT;12300 - Alagamentos;2025-01-13;2024-12-14;2025-01-13;30
5108600;Vila Rica;MT;12300 - Alagamentos;2025-02-24;2025-01-25;2025-02-24;30
5108600;Vila Rica;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-02-27;2017-01-28;2017-02-27;30
5108600;Vila Rica;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2017-03-07;2017-02-05;2017-03-07;30
5108600;Vila Rica;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2019-02-20;2019-01-21;2019-02-20;30
5108600;Vila Rica;MT;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2025-10-23;2025-09-23;2025-10-23;30
5108600;Vila Rica;MT;14110 - Estiagem;2016-10-24;2016-07-26;2016-10-24;90
5108600;Vila Rica;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2020-09-12;2020-08-13;2020-09-12;30
5108600;Vila Rica;MT;14131 - Incendio Florestal - Incendios em Parques, areas de Protecao Ambiental e areas de Preservacao Permanente Nacionais, Estaduais ou Municipais;2023-11-23;2023-10-24;2023-11-23;30
5108600;Vila Rica;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2017-09-19;2017-08-20;2017-09-19;30
5108600;Vila Rica;MT;14132 - Incendio Florestal - Incendios em areas nao protegidas, com reflexos na qualidade do ar;2023-11-23;2023-10-24;2023-11-23;30
3205176;Vila Valério;ES;13214 - Tempestade Local/Convectiva - Chuvas Intensas;2022-12-09;2022-11-09;2022-12-09;30
3205176;Vila Valério;ES;14110 - Estiagem;2016-11-29;2016-08-31;2016-11-29;90
3205176;Vila Valério;ES;14110 - Estiagem;2016-11-28;2016-08-30;2016-11-28;90
3205176;Vila Valério;ES;14110 - Estiagem;2016-04-29;2016-01-30;2016-04-29;90
3205176;Vila Valério;ES;14110 - Estiagem;2016-02-01;2015-11-03;2016-02-01;90
3205176;Vila Valério;ES;14110 - Estiagem;2016-01-28;2015-10-30;2016-01-28;90
3205200;Vila Velha;ES;11311 - Quedas, Tombamentos e rolamentos - Blocos;2019-12-31;2019-12-01;2019-12-31;30
3205200;Vila Velha;ES;11321 - Deslizamentos;2020-01-07;2019-12-08;2020-01-07;30
3205200;Vila Velha;ES;11321 - Deslizamentos;2020-01-06;2019-12-07;2020-01-06;30
3205200;Vila Velha;ES;11321 - Deslizamentos;2020-01-09;2019-12-10;2020-01-09;30
3205200;Vila Velha;ES;11321 - Deslizamentos;2016-01-11;2015-12-12;2016-01-11;30
3205200;Vila Velha;ES;11410 - Erosao Costeira/Marinha;2019-07-22;2019-06-22;2019-07-22;30
3205200;Vila Velha;ES;11410 - Erosao Costeira/Marinha;2018-08-21;2018-07-22;2018-08-21;30
3205200;Vila Velha;ES;12300 - Alagamentos;2020-03-31;2020-03-01;2020-03-31;30
